record_id,date,city,item_name,category,veg_nonveg,street_price,app_price,price_gap,app_premium_percent,restaurant_name,platform,rating
107,2024-09-07,Chennai,Pizza Slice,Fast Food,Veg,88,141,,,Shah Ghouse,Magicpin,4.7
108,2024-06-26,Chennai,Masala Dosa,South Indian,Veg,77,108,,,Spice Hub,Magicpin,4.8
109,2024-06-09,Delhi,Uttapam,South Indian,Veg,79,111,,,Shah Ghouse,Magicpin,4.7
110,2024-08-28,Chennai,Paneer Biryani,Biryani,Veg,160,208,,,Street Treats,Swiggy,4.2
111,2024-06-20,Kolkata,Paneer Biryani,Biryani,Veg,199,338,,,Mehfil,Swiggy,4.7
112,2024-08-03,Bangalore,Sandwich,Fast Food,Veg,69,97,,,Tasty Corner,Swiggy,4.2
113,2024-08-01,Delhi,Uttapam,South Indian,Veg,75,94,,,Pista House,Zomato,4.1
114,2024-01-14,Bangalore,Upma,South Indian,Veg,41,53,,,Spice Hub,Swiggy,4.1
115,2024-03-19,Hyderabad,Tea,Beverage,Veg,12,20,,,Food Junction,Swiggy,4.0
116,2024-11-07,Mumbai,Veg Burger,Fast Food,Veg,85,115,,,Cafe Delight,Swiggy,4.7
117,2024-01-13,Delhi,Coffee,Beverage,Veg,29,41,,,Tasty Corner,Swiggy,4.2
118,2024-01-16,Hyderabad,Veg Biryani,Biryani,Veg,140,168,,,Food Junction,Zomato,4.7
119,2024-01-05,Delhi,Paneer Biryani,Biryani,Veg,203,254,,,Shah Ghouse,Zomato,4.5
120,2024-04-18,Kolkata,Coffee,Beverage,Veg,28,38,,,Tasty Corner,Zomato,4.5
121,2024-10-01,Kolkata,Coffee,Beverage,Veg,29,48,,,Mehfil,Zomato,4.7
122,2024-11-18,Bangalore,Coffee,Beverage,Veg,32,42,,,Street Treats,Zomato,4.6
123,2024-05-18,Chennai,Veg Burger,Fast Food,Veg,97,150,,,Mehfil,Swiggy,4.6
124,2024-02-17,Bangalore,Manchurian,Street Food,Veg,88,110,,,Street Treats,Zomato,3.8
125,2024-09-01,Chennai,Uttapam,South Indian,Veg,69,100,,,Shah Ghouse,Zomato,4.7
126,2024-01-31,Delhi,Veg Pulao,Rice,Veg,117,164,,,Paradise,Zomato,4.1
127,2024-03-18,Delhi,Tea,Beverage,Veg,12,17,,,Urban Bites,Swiggy,4.4
128,2024-02-12,Delhi,Upma,South Indian,Veg,45,56,,,Food Junction,Magicpin,3.9
129,2024-04-06,Hyderabad,Veg Biryani,Biryani,Veg,168,244,,,Food Junction,Magicpin,4.8
130,2024-08-22,Hyderabad,Uttapam,South Indian,Veg,75,124,,,Shah Ghouse,Magicpin,3.9
131,2024-02-09,Kolkata,Plain Dosa,South Indian,Veg,47,73,,,Food Junction,Magicpin,4.0
132,2024-12-20,Delhi,Veg Biryani,Biryani,Veg,163,269,,,Pista House,Swiggy,4.3
133,2024-11-28,Bangalore,Chicken Biryani,Biryani,Non-Veg,208,354,,,Pista House,Swiggy,4.0
134,2024-01-16,Chennai,Grilled Sandwich,Fast Food,Veg,99,144,,,Shah Ghouse,Swiggy,4.6
135,2024-02-28,Hyderabad,Veg Biryani,Biryani,Veg,180,279,,,Mehfil,Magicpin,4.5
136,2024-06-08,Bangalore,Plain Dosa,South Indian,Veg,53,72,,,Shah Ghouse,Swiggy,4.1
137,2024-03-31,Mumbai,Pizza Slice,Fast Food,Veg,89,129,,,Shah Ghouse,Swiggy,3.7
138,2024-07-19,Chennai,Plain Dosa,South Indian,Veg,54,68,,,Cafe Delight,Swiggy,3.7
139,2024-07-17,Hyderabad,Chicken Biryani,Biryani,Non-Veg,201,312,,,Food Junction,Magicpin,4.0
140,2024-05-15,Mumbai,Tea,Beverage,Veg,14,22,,,Tasty Corner,Magicpin,4.3
141,2024-12-03,Mumbai,Chicken Biryani,Biryani,Non-Veg,187,318,,,Cafe Delight,Zomato,4.4
142,2024-11-17,Delhi,Chicken Fried Rice,Rice,Non-Veg,114,165,,,Mehfil,Zomato,4.0
143,2024-03-31,Bangalore,French Fries,Fast Food,Veg,79,99,,,Shah Ghouse,Swiggy,4.2
144,2024-12-09,Mumbai,Pani Puri,Street Food,Veg,35,54,,,Mehfil,Swiggy,4.0
145,2024-02-08,Chennai,Veg Biryani,Biryani,Veg,138,186,,,Mehfil,Zomato,3.9
146,2024-03-28,Mumbai,Chicken Fried Rice,Rice,Non-Veg,112,157,,,Cafe Delight,Zomato,4.8
147,2024-11-28,Mumbai,Veg Biryani,Biryani,Veg,153,252,,,Cafe Delight,Swiggy,4.0
148,2024-11-16,Delhi,Grilled Sandwich,Fast Food,Veg,78,94,,,Street Treats,Zomato,4.5
149,2024-04-29,Delhi,Paneer Biryani,Biryani,Veg,179,295,,,Shah Ghouse,Magicpin,3.8
150,2024-10-21,Bangalore,Paneer Biryani,Biryani,Veg,203,335,,,Mehfil,Swiggy,4.0
151,2024-03-04,Mumbai,Sandwich,Fast Food,Veg,80,100,,,Paradise,Magicpin,4.0
152,2024-11-18,Mumbai,Chicken Biryani,Biryani,Non-Veg,196,265,,,Urban Bites,Magicpin,4.8
153,2024-10-07,Kolkata,Noodles,Street Food,Veg,79,103,,,Mehfil,Zomato,4.6
154,2024-08-10,Bangalore,Pani Puri,Street Food,Veg,35,46,,,Urban Bites,Swiggy,3.7
155,2024-03-26,Chennai,Tea,Beverage,Veg,13,21,,,Mehfil,Zomato,3.9
156,2024-01-29,Chennai,Upma,South Indian,Veg,39,53,,,Urban Bites,Zomato,3.8
157,2024-05-12,Chennai,Grilled Sandwich,Fast Food,Veg,90,135,,,Paradise,Zomato,3.7
158,2024-06-14,Kolkata,Grilled Sandwich,Fast Food,Veg,88,106,,,Mehfil,Zomato,3.7
159,2024-08-29,Chennai,Uttapam,South Indian,Veg,64,96,,,Street Treats,Swiggy,4.7
160,2024-05-31,Chennai,Chicken Biryani,Biryani,Non-Veg,216,367,,,Food Junction,Zomato,4.0
161,2024-04-14,Kolkata,Chicken Fried Rice,Rice,Non-Veg,137,212,,,Tasty Corner,Zomato,4.7
162,2024-07-09,Chennai,Masala Dosa,South Indian,Veg,73,113,,,Cafe Delight,Magicpin,4.8
163,2024-07-20,Mumbai,Pani Puri,Street Food,Veg,37,44,,,Pista House,Swiggy,4.6
164,2024-02-09,Kolkata,Grilled Sandwich,Fast Food,Veg,93,144,,,Tasty Corner,Swiggy,4.8
165,2024-01-26,Chennai,Veg Burger,Fast Food,Veg,79,95,,,Urban Bites,Magicpin,4.6
166,2024-09-05,Chennai,Sandwich,Fast Food,Veg,61,79,,,Cafe Delight,Magicpin,4.6
167,2024-01-31,Hyderabad,Chicken Biryani,Biryani,Non-Veg,211,306,,,Pista House,Zomato,3.9
168,2024-06-07,Delhi,Chicken Fried Rice,Rice,Non-Veg,149,201,,,Urban Bites,Zomato,4.1
169,2024-03-13,Mumbai,Pani Puri,Street Food,Veg,37,57,,,Urban Bites,Swiggy,3.7
170,2024-02-17,Hyderabad,Idli,South Indian,Veg,33,40,,,Street Treats,Zomato,4.8
171,2024-07-01,Kolkata,Vada,South Indian,Veg,29,42,,,Mehfil,Swiggy,4.5
172,2024-03-30,Bangalore,Uttapam,South Indian,Veg,76,122,,,Mehfil,Magicpin,4.3
173,2024-06-01,Hyderabad,Veg Burger,Fast Food,Veg,82,107,,,Street Treats,Magicpin,3.9
174,2024-06-07,Kolkata,Veg Pulao,Rice,Veg,105,142,,,Paradise,Swiggy,3.8
175,2024-07-07,Delhi,Pani Puri,Street Food,Veg,35,52,,,Shah Ghouse,Swiggy,3.8
176,2024-10-06,Hyderabad,Uttapam,South Indian,Veg,79,99,,,Food Junction,Magicpin,4.4
177,2024-11-20,Chennai,French Fries,Fast Food,Veg,74,115,,,Tasty Corner,Zomato,4.5
178,2024-05-08,Kolkata,Uttapam,South Indian,Veg,73,88,,,Pista House,Magicpin,4.0
179,2024-03-30,Chennai,Tea,Beverage,Veg,12,19,,,Cafe Delight,Swiggy,3.8
180,2024-09-02,Bangalore,Coffee,Beverage,Veg,29,39,,,Cafe Delight,Zomato,4.0
181,2024-04-16,Hyderabad,Vada,South Indian,Veg,27,45,,,Paradise,Magicpin,4.3
182,2024-12-14,Kolkata,Tea,Beverage,Veg,11,13,,,Tasty Corner,Magicpin,4.7
183,2024-06-07,Mumbai,Veg Pulao,Rice,Veg,106,159,,,Shah Ghouse,Swiggy,3.8
184,2024-01-09,Delhi,Manchurian,Street Food,Veg,99,139,,,Spice Hub,Magicpin,3.8
185,2024-10-18,Kolkata,Veg Puff,Bakery,Veg,29,41,,,Tasty Corner,Magicpin,4.8
186,2024-10-12,Mumbai,Masala Dosa,South Indian,Veg,64,90,,,Shah Ghouse,Zomato,4.5
187,2024-04-16,Delhi,Grilled Sandwich,Fast Food,Veg,90,117,,,Cafe Delight,Magicpin,4.1
188,2024-05-16,Mumbai,Uttapam,South Indian,Veg,74,107,,,Shah Ghouse,Swiggy,4.3
189,2024-03-24,Chennai,Chicken Burger,Fast Food,Non-Veg,138,221,,,Mehfil,Zomato,4.0
190,2024-12-03,Mumbai,French Fries,Fast Food,Veg,70,94,,,Street Treats,Swiggy,3.6
191,2024-07-14,Kolkata,Masala Dosa,South Indian,Veg,68,116,,,Street Treats,Magicpin,4.3
192,2024-02-08,Delhi,Momos,Street Food,Veg,72,119,,,Food Junction,Magicpin,4.0
193,2024-07-14,Delhi,Idli,South Indian,Veg,36,47,,,Tasty Corner,Zomato,3.9
194,2024-08-07,Bangalore,Chicken Biryani,Biryani,Non-Veg,237,379,,,Cafe Delight,Zomato,3.7
195,2024-06-25,Mumbai,Uttapam,South Indian,Veg,69,90,,,Urban Bites,Zomato,3.7
196,2024-09-30,Bangalore,Plain Dosa,South Indian,Veg,45,61,,,Street Treats,Swiggy,4.8
197,2024-08-29,Hyderabad,Veg Burger,Fast Food,Veg,87,113,,,Shah Ghouse,Magicpin,3.8
198,2024-10-25,Mumbai,Pizza Slice,Fast Food,Veg,106,175,,,Tasty Corner,Magicpin,3.9
199,2024-12-25,Mumbai,Chicken Fried Rice,Rice,Non-Veg,146,226,,,Food Junction,Zomato,3.7
200,2024-06-20,Kolkata,Veg Burger,Fast Food,Veg,73,95,,,Spice Hub,Zomato,4.1
201,2024-12-28,Chennai,Veg Burger,Fast Food,Veg,88,132,,,Food Junction,Zomato,3.8
202,2024-11-12,Mumbai,Pizza Slice,Fast Food,Veg,91,123,,,Pista House,Swiggy,4.6
203,2024-11-26,Chennai,Chicken Burger,Fast Food,Non-Veg,135,196,,,Paradise,Swiggy,4.4
204,2024-09-20,Chennai,Coffee,Beverage,Veg,31,50,,,Mehfil,Zomato,4.0
205,2024-09-17,Hyderabad,Chicken Burger,Fast Food,Non-Veg,119,149,,,Cafe Delight,Magicpin,3.8
206,2024-06-22,Kolkata,Uttapam,South Indian,Veg,72,97,,,Pista House,Magicpin,4.4
207,2024-11-04,Bangalore,Manchurian,Street Food,Veg,105,136,,,Spice Hub,Swiggy,4.1
208,2024-11-25,Bangalore,Veg Puff,Bakery,Veg,30,51,,,Pista House,Magicpin,4.0
209,2024-11-06,Hyderabad,Upma,South Indian,Veg,40,48,,,Paradise,Swiggy,4.3
210,2024-06-18,Chennai,Grilled Sandwich,Fast Food,Veg,89,107,,,Food Junction,Swiggy,4.2
211,2024-11-29,Chennai,Sandwich,Fast Food,Veg,61,76,,,Tasty Corner,Swiggy,4.6
212,2024-03-31,Hyderabad,Uttapam,South Indian,Veg,84,109,,,Cafe Delight,Zomato,4.2
213,2024-09-15,Kolkata,Uttapam,South Indian,Veg,73,117,,,Cafe Delight,Zomato,4.1
214,2024-02-27,Chennai,Noodles,Street Food,Veg,94,141,,,Spice Hub,Magicpin,3.9
215,2024-09-13,Kolkata,French Fries,Fast Food,Veg,70,94,,,Spice Hub,Swiggy,4.4
216,2024-12-20,Hyderabad,French Fries,Fast Food,Veg,72,112,,,Cafe Delight,Zomato,4.3
217,2024-08-26,Mumbai,Fried Rice,Rice,Veg,100,160,,,Mehfil,Swiggy,4.6
218,2024-05-02,Chennai,Plain Dosa,South Indian,Veg,41,62,,,Spice Hub,Zomato,4.2
219,2024-04-29,Chennai,Coffee,Beverage,Veg,29,42,,,Shah Ghouse,Swiggy,4.4
220,2024-02-13,Delhi,Pani Puri,Street Food,Veg,31,42,,,Street Treats,Swiggy,3.9
221,2024-02-01,Delhi,Masala Dosa,South Indian,Veg,76,118,,,Pista House,Magicpin,3.8
222,2024-10-18,Kolkata,Pizza Slice,Fast Food,Veg,102,173,,,Urban Bites,Swiggy,4.1
223,2024-11-23,Hyderabad,Veg Puff,Bakery,Veg,27,35,,,Spice Hub,Zomato,4.1
224,2024-04-18,Chennai,Masala Dosa,South Indian,Veg,76,110,,,Tasty Corner,Swiggy,3.7
225,2024-05-16,Kolkata,Masala Dosa,South Indian,Veg,81,109,,,Spice Hub,Zomato,4.6
226,2024-05-07,Delhi,Veg Biryani,Biryani,Veg,169,245,,,Paradise,Swiggy,4.5
227,2024-11-24,Hyderabad,Upma,South Indian,Veg,42,71,,,Street Treats,Magicpin,3.9
228,2024-09-05,Kolkata,Pani Puri,Street Food,Veg,31,39,,,Food Junction,Magicpin,4.6
229,2024-02-18,Kolkata,Pani Puri,Street Food,Veg,34,53,,,Spice Hub,Magicpin,4.7
230,2024-12-25,Bangalore,Pizza Slice,Fast Food,Veg,96,154,,,Spice Hub,Magicpin,4.3
231,2024-09-04,Bangalore,Chicken Fried Rice,Rice,Non-Veg,117,187,,,Cafe Delight,Swiggy,4.2
232,2024-11-03,Bangalore,Plain Dosa,South Indian,Veg,42,59,,,Street Treats,Zomato,3.8
233,2024-07-29,Mumbai,Pizza Slice,Fast Food,Veg,111,155,,,Food Junction,Swiggy,4.1
234,2024-04-28,Delhi,Noodles,Street Food,Veg,75,105,,,Food Junction,Magicpin,4.5
235,2024-06-18,Kolkata,Masala Dosa,South Indian,Veg,65,104,,,Food Junction,Magicpin,3.7
236,2024-11-08,Chennai,Pani Puri,Street Food,Veg,39,62,,,Cafe Delight,Magicpin,4.5
237,2024-11-21,Kolkata,Plain Dosa,South Indian,Veg,41,64,,,Shah Ghouse,Magicpin,4.8
238,2024-02-05,Hyderabad,Vada,South Indian,Veg,31,51,,,Spice Hub,Swiggy,4.3
239,2024-05-31,Kolkata,Tea,Beverage,Veg,12,16,,,Cafe Delight,Magicpin,4.5
240,2024-03-28,Bangalore,Veg Burger,Fast Food,Veg,77,104,,,Tasty Corner,Zomato,4.3
241,2024-10-16,Mumbai,Plain Dosa,South Indian,Veg,44,66,,,Paradise,Zomato,3.6
242,2024-07-16,Hyderabad,Veg Burger,Fast Food,Veg,94,122,,,Paradise,Zomato,4.3
243,2024-10-19,Hyderabad,Veg Burger,Fast Food,Veg,88,145,,,Pista House,Swiggy,4.2
244,2024-12-27,Kolkata,Chicken Burger,Fast Food,Non-Veg,150,202,,,Pista House,Magicpin,4.0
245,2024-09-28,Mumbai,Chicken Fried Rice,Rice,Non-Veg,122,189,,,Spice Hub,Magicpin,4.1
246,2024-10-18,Bangalore,Fried Rice,Rice,Veg,103,144,,,Paradise,Swiggy,3.6
247,2024-06-10,Bangalore,Manchurian,Street Food,Veg,97,126,,,Urban Bites,Swiggy,4.6
248,2024-10-24,Mumbai,Veg Biryani,Biryani,Veg,172,241,,,Tasty Corner,Swiggy,4.5
249,2024-09-03,Kolkata,Sandwich,Fast Food,Veg,62,78,,,Urban Bites,Swiggy,4.6
250,2024-08-29,Kolkata,Tea,Beverage,Veg,14,22,,,Cafe Delight,Magicpin,4.6
251,2024-01-19,Hyderabad,Grilled Sandwich,Fast Food,Veg,81,138,,,Spice Hub,Zomato,3.8
252,2024-07-08,Chennai,Noodles,Street Food,Veg,76,118,,,Food Junction,Magicpin,3.7
253,2024-06-02,Hyderabad,Veg Biryani,Biryani,Veg,141,190,,,Food Junction,Zomato,4.4
254,2024-01-17,Hyderabad,Chicken Fried Rice,Rice,Non-Veg,113,192,,,Cafe Delight,Zomato,4.6
255,2024-06-24,Mumbai,Veg Biryani,Biryani,Veg,170,289,,,Shah Ghouse,Magicpin,4.3
256,2024-07-23,Mumbai,Uttapam,South Indian,Veg,82,127,,,Street Treats,Magicpin,4.8
257,2024-11-12,Kolkata,Chicken Biryani,Biryani,Non-Veg,226,373,,,Street Treats,Magicpin,3.9
258,2024-12-15,Chennai,Chicken Biryani,Biryani,Non-Veg,191,277,,,Spice Hub,Magicpin,4.3
