record_id,date,city,item_name,category,veg_nonveg,street_price,app_price,price_gap,app_premium_percent,restaurant_name,platform,rating
41,2025-11-09,Mumbai,Veg Biryani,Biryani,Veg,171,306,134,78,Food Junction,Swiggy,4.5
42,2025-06-22,Delhi,Sandwich,Fast Food,Veg,79,112,34,43,Street Treats,Magicpin,4.2
43,2025-12-01,Chennai,Momos,Street Food,Veg,125,251,126,101,Spice Hub,Magicpin,3.8
44,2025-07-13,Mumbai,Tea,Beverage,Veg,11,14,3,25,Paradise,Swiggy,4.1
45,2025-11-26,Delhi,Masala Dosa,South Indian,Veg,68,107,40,59,Tasty Corner,Zomato,4.5
46,2025-09-06,Bangalore,Chicken Fried Rice,Rice,Non-Veg,215,450,235,110,Mehfil,Swiggy,4.0
47,2025-02-22,Bangalore,Veg Burger,Fast Food,Veg,128,171,43,34,Paradise,Zomato,4.1
48,2025-09-10,Kolkata,Manchurian,Street Food,Veg,158,362,204,129,Cafe Delight,Zomato,3.5
49,2025-01-17,Bangalore,Veg Pulao,Rice,Veg,99,148,50,50,Cafe Delight,Magicpin,4.0
50,2025-05-29,Hyderabad,Sandwich,Fast Food,Veg,77,179,102,133,Shah Ghouse,Swiggy,4.6
51,2025-11-13,Mumbai,Paneer Biryani,Biryani,Veg,254,505,250,99,Food Junction,Swiggy,4.0
52,2025-02-25,Hyderabad,Chicken Fried Rice,Rice,Non-Veg,166,290,124,74,Pista House,Magicpin,4.9
53,2025-04-12,Hyderabad,Veg Puff,Bakery,Veg,35,64,29,84,Mehfil,Zomato,4.7
54,2025-10-03,Hyderabad,Sandwich,Fast Food,Veg,116,260,144,124,Tasty Corner,Zomato,3.7
55,2025-04-15,Kolkata,Noodles,Street Food,Veg,115,247,132,114,Pista House,Zomato,3.6
56,2025-10-08,Bangalore,Grilled Sandwich,Fast Food,Veg,92,128,36,38,Food Junction,Swiggy,4.3
57,2025-03-02,Delhi,Plain Dosa,South Indian,Veg,61,79,18,30,Urban Bites,Magicpin,4.9
58,2025-04-10,Delhi,Fried Rice,Rice,Veg,101,165,65,64,Food Junction,Zomato,3.7
59,2025-06-26,Chennai,Uttapam,South Indian,Veg,79,96,17,22,Shah Ghouse,Magicpin,3.5
60,2025-02-05,Chennai,Pizza Slice,Fast Food,Veg,86,208,122,142,Spice Hub,Magicpin,4.6
61,2025-03-28,Delhi,Manchurian,Street Food,Veg,86,142,56,64,Urban Bites,Zomato,4.5
62,2025-01-21,Mumbai,Sandwich,Fast Food,Veg,90,193,103,115,Street Treats,Swiggy,4.8
63,2025-12-06,Mumbai,Veg Burger,Fast Food,Veg,65,143,79,121,Paradise,Magicpin,4.9
64,2025-07-18,Kolkata,Pizza Slice,Fast Food,Veg,104,216,112,108,Spice Hub,Swiggy,3.7
65,2025-12-19,Hyderabad,Upma,South Indian,Veg,46,110,64,139,Urban Bites,Magicpin,4.1
66,2025-03-02,Kolkata,Pani Puri,Street Food,Veg,47,96,49,105,Cafe Delight,Zomato,4.2
67,2025-03-23,Hyderabad,Momos,Street Food,Veg,105,158,54,51,Tasty Corner,Magicpin,4.1
68,2025-04-01,Mumbai,Plain Dosa,South Indian,Veg,32,49,17,52,Shah Ghouse,Magicpin,4.2
69,2025-12-08,Chennai,Plain Dosa,South Indian,Veg,46,57,11,23,Tasty Corner,Swiggy,4.7
70,2025-02-25,Chennai,Fried Rice,Rice,Veg,108,231,123,113,Paradise,Magicpin,3.6
71,2025-11-03,Chennai,Fried Rice,Rice,Veg,129,183,54,42,Paradise,Zomato,4.0
72,2025-11-05,Chennai,Veg Biryani,Biryani,Veg,143,190,46,32,Food Junction,Swiggy,4.1
73,2025-04-15,Delhi,Plain Dosa,South Indian,Veg,47,72,25,52,Cafe Delight,Magicpin,4.2
74,2025-05-28,Chennai,Momos,Street Food,Veg,109,246,137,126,Urban Bites,Zomato,3.7
75,2025-02-28,Hyderabad,Tea,Beverage,Veg,25,61,36,146,Food Junction,Swiggy,4.5
76,2025-08-13,Bangalore,Grilled Sandwich,Fast Food,Veg,134,202,68,51,Urban Bites,Zomato,3.6
77,2025-11-19,Chennai,Plain Dosa,South Indian,Veg,41,83,42,101,Street Treats,Zomato,3.9
78,2025-12-03,Kolkata,Noodles,Street Food,Veg,143,204,61,43,Spice Hub,Magicpin,3.7
79,2025-11-21,Kolkata,Idli,South Indian,Veg,35,57,23,66,Food Junction,Swiggy,4.2
80,2025-12-12,Bangalore,Sandwich,Fast Food,Veg,111,255,144,130,Paradise,Magicpin,4.4
81,2025-09-28,Kolkata,Manchurian,Street Food,Veg,142,331,189,134,Spice Hub,Zomato,4.1
82,2025-09-18,Chennai,Noodles,Street Food,Veg,124,162,38,30,Shah Ghouse,Swiggy,4.4
83,2025-10-21,Bangalore,Masala Dosa,South Indian,Veg,86,104,17,20,Spice Hub,Swiggy,4.5
84,2025-04-13,Delhi,Plain Dosa,South Indian,Veg,47,100,52,110,Tasty Corner,Magicpin,4.5
85,2025-10-23,Hyderabad,Veg Biryani,Biryani,Veg,145,312,167,115,Food Junction,Swiggy,4.8
86,2025-02-16,Kolkata,Paneer Biryani,Biryani,Veg,241,452,211,88,Street Treats,Magicpin,4.6
87,2025-01-04,Chennai,Paneer Biryani,Biryani,Veg,241,340,99,41,Paradise,Zomato,4.7
88,2025-08-31,Hyderabad,Chicken Burger,Fast Food,Non-Veg,220,408,189,86,Shah Ghouse,Swiggy,4.6
89,2025-08-16,Kolkata,Uttapam,South Indian,Veg,128,298,170,132,Cafe Delight,Magicpin,4.0
90,2025-10-23,Chennai,Pizza Slice,Fast Food,Veg,94,214,120,128,Pista House,Zomato,4.2
91,2025-04-25,Bangalore,Sandwich,Fast Food,Veg,116,207,91,78,Street Treats,Magicpin,4.2
92,2025-08-23,Mumbai,Chicken Burger,Fast Food,Non-Veg,210,292,82,39,Pista House,Zomato,3.9
93,2025-10-17,Mumbai,Pizza Slice,Fast Food,Veg,160,194,33,21,Urban Bites,Magicpin,4.0
94,2025-05-07,Chennai,Noodles,Street Food,Veg,118,223,105,89,Mehfil,Swiggy,4.0
95,2025-05-05,Delhi,Noodles,Street Food,Veg,126,157,31,25,Paradise,Zomato,3.7
96,2025-11-05,Hyderabad,Pizza Slice,Fast Food,Veg,157,203,45,29,Pista House,Swiggy,4.5
97,2025-08-01,Bangalore,Grilled Sandwich,Fast Food,Veg,132,240,108,82,Tasty Corner,Zomato,4.5
98,2025-06-03,Bangalore,Manchurian,Street Food,Veg,153,367,214,140,Paradise,Zomato,4.4
99,2025-05-28,Delhi,Manchurian,Street Food,Veg,142,225,83,59,Pista House,Swiggy,4.1
100,2025-04-14,Hyderabad,Veg Biryani,Biryani,Veg,170,369,200,118,Shah Ghouse,Swiggy,4.5
101,2025-03-14,Mumbai,Chicken Burger,Fast Food,Non-Veg,118,282,164,139,Urban Bites,Swiggy,3.6
102,2025-05-06,Bangalore,Grilled Sandwich,Fast Food,Veg,136,163,27,20,Tasty Corner,Zomato,3.6
103,2025-05-14,Bangalore,Vada,South Indian,Veg,27,52,25,91,Tasty Corner,Zomato,4.3
104,2025-01-26,Hyderabad,Coffee,Beverage,Veg,37,72,34,92,Shah Ghouse,Swiggy,4.8
105,2025-07-28,Delhi,Noodles,Street Food,Veg,64,120,57,89,Pista House,Zomato,4.0
106,2025-09-07,Chennai,Tea,Beverage,Veg,22,30,7,34,Food Junction,Zomato,4.0
107,2025-07-20,Bangalore,Chicken Biryani,Biryani,Non-Veg,312,694,382,122,Spice Hub,Magicpin,3.7
108,2025-12-04,Delhi,Momos,Street Food,Veg,132,246,114,87,Pista House,Magicpin,3.7
109,2025-03-06,Delhi,Chicken Biryani,Biryani,Non-Veg,212,438,226,107,Pista House,Magicpin,4.3
110,2025-12-11,Bangalore,Uttapam,South Indian,Veg,79,94,16,20,Tasty Corner,Magicpin,3.5
111,2025-05-22,Hyderabad,Paneer Biryani,Biryani,Veg,158,357,199,126,Urban Bites,Magicpin,3.6
112,2025-09-11,Delhi,Plain Dosa,South Indian,Veg,57,105,48,83,Street Treats,Magicpin,4.0
113,2025-04-14,Bangalore,French Fries,Fast Food,Veg,135,309,174,129,Food Junction,Magicpin,3.8
114,2025-06-13,Kolkata,Pani Puri,Street Food,Veg,35,56,20,57,Urban Bites,Swiggy,4.3
115,2025-03-11,Hyderabad,Pizza Slice,Fast Food,Veg,88,141,53,60,Street Treats,Swiggy,4.3
116,2025-06-21,Hyderabad,Veg Puff,Bakery,Veg,24,59,35,149,Tasty Corner,Swiggy,4.0
117,2025-02-22,Mumbai,Sandwich,Fast Food,Veg,117,159,42,36,Spice Hub,Zomato,3.9
118,2025-08-29,Chennai,Masala Dosa,South Indian,Veg,78,129,51,66,Mehfil,Zomato,4.3
119,2025-11-13,Kolkata,Pizza Slice,Fast Food,Veg,105,207,102,96,Street Treats,Magicpin,4.3
120,2025-02-07,Hyderabad,Uttapam,South Indian,Veg,79,117,38,49,Pista House,Magicpin,4.3
121,2025-09-08,Bangalore,Vada,South Indian,Veg,23,34,10,45,Pista House,Zomato,3.6
122,2025-07-13,Mumbai,Idli,South Indian,Veg,28,49,21,75,Urban Bites,Zomato,3.8
123,2025-08-03,Mumbai,Pizza Slice,Fast Food,Veg,177,258,80,45,Street Treats,Swiggy,4.2
124,2025-12-03,Hyderabad,French Fries,Fast Food,Veg,50,86,36,71,Street Treats,Swiggy,4.0
125,2025-01-03,Kolkata,Veg Puff,Bakery,Veg,25,44,19,76,Cafe Delight,Zomato,3.8
126,2025-01-23,Hyderabad,Momos,Street Food,Veg,116,265,150,129,Urban Bites,Zomato,4.1
127,2025-04-01,Bangalore,Uttapam,South Indian,Veg,109,175,66,61,Tasty Corner,Zomato,4.8
128,2025-09-30,Delhi,Veg Biryani,Biryani,Veg,243,587,344,141,Pista House,Zomato,3.7
129,2025-11-25,Bangalore,Veg Puff,Bakery,Veg,22,30,9,40,Paradise,Zomato,4.3
130,2025-10-02,Mumbai,Grilled Sandwich,Fast Food,Veg,133,313,180,135,Tasty Corner,Magicpin,4.1
131,2025-12-05,Mumbai,Fried Rice,Rice,Veg,165,218,53,32,Mehfil,Magicpin,4.8
132,2025-04-13,Chennai,Vada,South Indian,Veg,33,45,11,34,Shah Ghouse,Magicpin,4.7
133,2025-04-20,Chennai,Chicken Biryani,Biryani,Non-Veg,252,530,277,110,Urban Bites,Swiggy,4.3
134,2025-08-25,Delhi,Veg Puff,Bakery,Veg,31,56,25,80,Food Junction,Magicpin,3.6
135,2025-04-12,Hyderabad,Uttapam,South Indian,Veg,86,144,58,68,Pista House,Zomato,3.7
136,2025-10-23,Mumbai,Pizza Slice,Fast Food,Veg,114,169,55,49,Paradise,Magicpin,3.8
137,2025-04-09,Bangalore,Momos,Street Food,Veg,85,123,38,45,Mehfil,Magicpin,4.9
138,2025-01-11,Bangalore,Upma,South Indian,Veg,56,93,38,67,Shah Ghouse,Zomato,4.1
139,2025-11-25,Mumbai,Uttapam,South Indian,Veg,83,158,75,90,Street Treats,Swiggy,4.9
140,2025-06-08,Mumbai,Grilled Sandwich,Fast Food,Veg,116,209,94,81,Urban Bites,Zomato,4.6
141,2025-07-11,Mumbai,Coffee,Beverage,Veg,34,71,37,108,Shah Ghouse,Zomato,3.9
142,2025-03-25,Bangalore,Veg Biryani,Biryani,Veg,193,348,156,81,Paradise,Zomato,3.8
143,2025-11-22,Chennai,Manchurian,Street Food,Veg,147,292,145,98,Food Junction,Zomato,3.5
144,2025-06-11,Mumbai,Fried Rice,Rice,Veg,125,196,71,56,Mehfil,Zomato,3.6
145,2025-08-22,Bangalore,Chicken Biryani,Biryani,Non-Veg,196,436,240,123,Tasty Corner,Zomato,3.7
146,2025-01-10,Delhi,Grilled Sandwich,Fast Food,Veg,90,208,117,130,Spice Hub,Magicpin,4.8
147,2025-11-08,Delhi,Veg Pulao,Rice,Veg,99,165,66,67,Urban Bites,Magicpin,4.7
148,2025-11-03,Hyderabad,Vada,South Indian,Veg,21,39,18,88,Urban Bites,Magicpin,4.2
149,2025-11-21,Delhi,Idli,South Indian,Veg,50,69,18,37,Tasty Corner,Swiggy,4.1
150,2025-10-30,Chennai,Momos,Street Food,Veg,122,233,112,92,Street Treats,Zomato,4.4
151,2025-12-20,Delhi,Tea,Beverage,Veg,13,33,19,147,Street Treats,Zomato,4.1
152,2025-07-31,Kolkata,French Fries,Fast Food,Veg,72,148,76,106,Food Junction,Magicpin,4.7
153,2025-07-30,Delhi,Chicken Biryani,Biryani,Non-Veg,222,513,291,131,Urban Bites,Swiggy,4.5
154,2025-11-07,Mumbai,Veg Biryani,Biryani,Veg,195,435,240,123,Tasty Corner,Magicpin,4.3
155,2025-09-13,Delhi,Paneer Biryani,Biryani,Veg,258,449,191,74,Mehfil,Magicpin,4.5
156,2025-10-30,Kolkata,Sandwich,Fast Food,Veg,115,193,78,68,Pista House,Zomato,3.7
157,2025-12-10,Mumbai,Grilled Sandwich,Fast Food,Veg,91,171,80,88,Mehfil,Magicpin,3.6
158,2025-11-16,Kolkata,Vada,South Indian,Veg,38,89,51,134,Urban Bites,Magicpin,4.9
159,2025-10-25,Chennai,Idli,South Indian,Veg,52,75,23,43,Street Treats,Zomato,4.4
160,2025-09-25,Chennai,Upma,South Indian,Veg,37,81,45,122,Spice Hub,Swiggy,4.2
161,2025-02-05,Bangalore,Pizza Slice,Fast Food,Veg,121,253,131,108,Urban Bites,Magicpin,3.5
162,2025-02-08,Chennai,Veg Burger,Fast Food,Veg,98,136,38,39,Urban Bites,Zomato,4.1
163,2025-05-01,Chennai,Plain Dosa,South Indian,Veg,31,59,28,89,Mehfil,Magicpin,4.1
164,2025-10-11,Chennai,Chicken Biryani,Biryani,Non-Veg,197,386,189,96,Food Junction,Swiggy,4.7
165,2025-06-04,Hyderabad,Chicken Burger,Fast Food,Non-Veg,219,516,298,136,Cafe Delight,Magicpin,3.9
166,2025-03-09,Bangalore,Veg Biryani,Biryani,Veg,220,422,202,92,Cafe Delight,Magicpin,4.0
167,2025-06-05,Delhi,Vada,South Indian,Veg,20,28,8,39,Paradise,Swiggy,3.6
168,2025-06-04,Delhi,Vada,South Indian,Veg,26,31,5,21,Food Junction,Zomato,4.6
169,2025-07-30,Delhi,Chicken Burger,Fast Food,Non-Veg,161,400,239,149,Street Treats,Magicpin,4.1
170,2025-02-08,Delhi,Sandwich,Fast Food,Veg,72,132,60,83,Mehfil,Magicpin,3.7
171,2025-04-30,Delhi,Sandwich,Fast Food,Veg,59,88,28,48,Tasty Corner,Zomato,4.7
172,2025-02-15,Hyderabad,Plain Dosa,South Indian,Veg,68,87,19,29,Mehfil,Swiggy,4.3
173,2025-04-06,Hyderabad,French Fries,Fast Food,Veg,83,188,105,126,Paradise,Zomato,4.6
174,2025-12-01,Chennai,Vada,South Indian,Veg,34,60,26,76,Mehfil,Swiggy,3.5
175,2025-11-22,Chennai,Veg Biryani,Biryani,Veg,221,388,167,76,Food Junction,Swiggy,4.4
176,2025-10-06,Mumbai,Pizza Slice,Fast Food,Veg,141,228,87,61,Cafe Delight,Zomato,3.9
177,2025-07-21,Delhi,Pizza Slice,Fast Food,Veg,180,445,265,147,Urban Bites,Magicpin,4.2
178,2025-06-11,Delhi,Vada,South Indian,Veg,40,48,8,20,Cafe Delight,Magicpin,3.7
179,2025-03-02,Kolkata,Coffee,Beverage,Veg,33,56,23,68,Spice Hub,Zomato,4.7
180,2025-10-08,Kolkata,Plain Dosa,South Indian,Veg,43,60,18,41,Tasty Corner,Magicpin,4.7
181,2025-02-08,Kolkata,Masala Dosa,South Indian,Veg,110,261,152,139,Spice Hub,Magicpin,4.4
182,2025-09-06,Hyderabad,Sandwich,Fast Food,Veg,51,125,74,145,Tasty Corner,Swiggy,4.4
183,2025-12-26,Kolkata,Momos,Street Food,Veg,71,131,60,84,Spice Hub,Magicpin,4.7
184,2025-01-19,Hyderabad,Idli,South Indian,Veg,32,70,38,118,Cafe Delight,Magicpin,4.2
185,2025-08-29,Mumbai,Manchurian,Street Food,Veg,99,243,144,146,Paradise,Zomato,3.5
186,2025-05-29,Kolkata,Idli,South Indian,Veg,24,55,31,129,Spice Hub,Zomato,3.6
187,2025-04-12,Chennai,Momos,Street Food,Veg,42,54,12,28,Pista House,Zomato,3.9
188,2025-11-15,Kolkata,Masala Dosa,South Indian,Veg,109,132,23,21,Spice Hub,Magicpin,4.8
189,2025-01-27,Kolkata,Uttapam,South Indian,Veg,69,94,25,36,Mehfil,Magicpin,3.8
190,2025-02-24,Hyderabad,Upma,South Indian,Veg,68,167,100,148,Mehfil,Magicpin,4.1
191,2025-04-17,Kolkata,Pizza Slice,Fast Food,Veg,165,333,168,102,Tasty Corner,Magicpin,3.5
192,2025-07-15,Delhi,Chicken Fried Rice,Rice,Non-Veg,177,221,45,25,Food Junction,Swiggy,4.2
193,2025-12-12,Delhi,French Fries,Fast Food,Veg,84,190,106,126,Pista House,Magicpin,4.7
194,2025-11-27,Bangalore,Paneer Biryani,Biryani,Veg,233,437,204,88,Spice Hub,Zomato,4.3
195,2025-06-13,Mumbai,Pani Puri,Street Food,Veg,21,37,16,76,Spice Hub,Swiggy,4.2
196,2025-12-28,Delhi,French Fries,Fast Food,Veg,59,120,62,105,Urban Bites,Zomato,4.1
197,2025-07-23,Hyderabad,Idli,South Indian,Veg,48,95,47,97,Street Treats,Magicpin,4.6
198,2025-07-20,Mumbai,Vada,South Indian,Veg,48,76,28,58,Spice Hub,Swiggy,4.3
199,2025-08-18,Delhi,Chicken Biryani,Biryani,Non-Veg,247,478,231,94,Food Junction,Zomato,4.7
200,2025-01-02,Delhi,Masala Dosa,South Indian,Veg,76,130,54,71,Street Treats,Magicpin,4.5
201,2025-10-10,Delhi,Plain Dosa,South Indian,Veg,62,108,47,75,Cafe Delight,Magicpin,4.6
202,2025-02-28,Mumbai,Sandwich,Fast Food,Veg,57,113,56,98,Cafe Delight,Zomato,4.7
203,2025-07-11,Bangalore,Coffee,Beverage,Veg,27,48,21,77,Pista House,Magicpin,3.6
204,2025-03-23,Kolkata,Fried Rice,Rice,Veg,179,436,257,144,Street Treats,Swiggy,4.3
205,2025-09-27,Bangalore,Plain Dosa,South Indian,Veg,52,95,42,81,Tasty Corner,Zomato,4.3
206,2025-06-14,Kolkata,Noodles,Street Food,Veg,101,148,47,47,Pista House,Magicpin,4.0
207,2025-08-15,Kolkata,French Fries,Fast Food,Veg,117,213,96,82,Cafe Delight,Swiggy,4.3
208,2025-09-01,Hyderabad,Veg Pulao,Rice,Veg,120,188,68,57,Cafe Delight,Magicpin,4.0
209,2025-06-17,Chennai,Fried Rice,Rice,Veg,135,210,76,56,Tasty Corner,Magicpin,4.2
210,2025-06-20,Hyderabad,Idli,South Indian,Veg,35,75,40,116,Mehfil,Magicpin,4.1
211,2025-12-01,Mumbai,Vada,South Indian,Veg,34,83,49,145,Paradise,Swiggy,3.6
212,2025-02-13,Chennai,Sandwich,Fast Food,Veg,114,215,101,89,Cafe Delight,Zomato,4.1
213,2025-02-18,Delhi,Tea,Beverage,Veg,17,35,19,111,Cafe Delight,Zomato,3.7
214,2025-01-15,Kolkata,Idli,South Indian,Veg,39,65,26,65,Urban Bites,Swiggy,4.4
215,2025-12-10,Delhi,Paneer Biryani,Biryani,Veg,198,432,234,118,Mehfil,Zomato,4.8
216,2025-05-08,Bangalore,Idli,South Indian,Veg,40,73,33,82,Shah Ghouse,Swiggy,4.0
217,2025-02-28,Hyderabad,Pani Puri,Street Food,Veg,36,83,47,133,Tasty Corner,Magicpin,3.9
218,2025-11-19,Kolkata,Veg Pulao,Rice,Veg,175,290,115,65,Street Treats,Swiggy,4.2
219,2025-04-04,Hyderabad,Manchurian,Street Food,Veg,107,239,132,123,Food Junction,Zomato,4.8
220,2025-05-18,Kolkata,Upma,South Indian,Veg,62,81,19,30,Spice Hub,Magicpin,4.9
221,2025-09-27,Bangalore,Grilled Sandwich,Fast Food,Veg,100,140,40,40,Urban Bites,Swiggy,4.7
222,2025-01-20,Bangalore,Chicken Fried Rice,Rice,Non-Veg,135,245,111,82,Tasty Corner,Magicpin,4.4
223,2025-02-01,Mumbai,Pani Puri,Street Food,Veg,56,94,38,69,Pista House,Zomato,4.5
224,2025-09-26,Bangalore,Masala Dosa,South Indian,Veg,95,118,23,24,Shah Ghouse,Swiggy,4.2
225,2025-07-03,Delhi,Noodles,Street Food,Veg,121,186,65,54,Shah Ghouse,Swiggy,4.5
226,2025-03-06,Chennai,Veg Biryani,Biryani,Veg,189,241,51,27,Tasty Corner,Magicpin,4.0
227,2025-07-03,Bangalore,Veg Biryani,Biryani,Veg,160,323,164,103,Paradise,Swiggy,4.2
228,2025-01-05,Mumbai,Idli,South Indian,Veg,23,43,20,88,Food Junction,Swiggy,4.5
229,2025-11-21,Hyderabad,Vada,South Indian,Veg,27,49,21,78,Shah Ghouse,Magicpin,3.8
230,2025-04-18,Chennai,Chicken Biryani,Biryani,Non-Veg,181,382,201,111,Urban Bites,Swiggy,4.2
231,2025-09-04,Mumbai,Veg Burger,Fast Food,Veg,67,89,22,32,Pista House,Magicpin,4.1
232,2025-08-28,Mumbai,Chicken Burger,Fast Food,Non-Veg,104,212,107,103,Shah Ghouse,Zomato,4.3
233,2025-10-18,Kolkata,Coffee,Beverage,Veg,55,68,13,24,Shah Ghouse,Zomato,4.4
234,2025-01-14,Kolkata,Veg Burger,Fast Food,Veg,102,212,110,108,Mehfil,Magicpin,4.5
235,2025-10-08,Chennai,Chicken Biryani,Biryani,Non-Veg,239,436,197,83,Urban Bites,Zomato,4.6
236,2025-06-08,Mumbai,Plain Dosa,South Indian,Veg,50,112,61,122,Paradise,Magicpin,3.8
237,2025-01-30,Mumbai,Chicken Biryani,Biryani,Non-Veg,233,499,266,114,Tasty Corner,Swiggy,4.6
238,2025-12-08,Hyderabad,Fried Rice,Rice,Veg,120,294,174,145,Food Junction,Magicpin,3.8
239,2025-12-08,Delhi,Veg Burger,Fast Food,Veg,84,175,91,109,Cafe Delight,Magicpin,4.3
240,2025-03-25,Chennai,Sandwich,Fast Food,Veg,57,90,33,57,Shah Ghouse,Magicpin,4.0
241,2025-12-22,Kolkata,Plain Dosa,South Indian,Veg,43,52,10,22,Street Treats,Swiggy,4.1
242,2025-12-07,Delhi,Veg Puff,Bakery,Veg,47,91,44,92,Cafe Delight,Zomato,3.5
243,2025-06-10,Hyderabad,Coffee,Beverage,Veg,38,56,17,44,Pista House,Swiggy,4.0
244,2025-01-16,Delhi,Pani Puri,Street Food,Veg,28,70,41,146,Paradise,Magicpin,4.8
245,2025-10-20,Hyderabad,Pani Puri,Street Food,Veg,24,48,23,95,Urban Bites,Magicpin,4.6
246,2025-05-04,Kolkata,Tea,Beverage,Veg,16,34,19,119,Urban Bites,Zomato,4.4
247,2025-08-13,Bangalore,Upma,South Indian,Veg,50,105,55,110,Urban Bites,Magicpin,4.2
248,2025-04-10,Bangalore,Uttapam,South Indian,Veg,97,173,76,78,Tasty Corner,Magicpin,4.0
249,2025-12-23,Kolkata,Veg Burger,Fast Food,Veg,70,112,42,60,Spice Hub,Swiggy,4.4
250,2025-07-01,Chennai,Chicken Fried Rice,Rice,Non-Veg,190,309,119,62,Tasty Corner,Swiggy,4.5
251,2025-02-17,Kolkata,Chicken Burger,Fast Food,Non-Veg,97,182,85,88,Tasty Corner,Magicpin,4.6
